CompanyId,ProjectName,ContractNo,Name,Status,Link,Country
506,"P109058 - HN Road Rehabilitation &amp; Improvement II",,"Grupo AZIERTA",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017039,Honduras
507,"P109058 - HN Road Rehabilitation &amp; Improvement II",,"Consorcio CSI-GEOTEC",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017039,Honduras
508,"P109058 - HN Road Rehabilitation &amp; Improvement II",,,awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00017038,Honduras
509,"P109058 - HN Road Rehabilitation &amp; Improvement II",,"Consorcio ACCIONA-SEISA.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00017038,Honduras
510,"P109058 - HN Road Rehabilitation &amp; Improvement II",,,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017038,Honduras
511,"P109058 - HN Road Rehabilitation &amp; Improvement II",,ACI,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017038,Honduras
512,"P109058 - HN Road Rehabilitation &amp; Improvement II",,"Consorcio   GEOCONSULT-INSECO-SEICO",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017038,Honduras
513,"P109058 - HN Road Rehabilitation &amp; Improvement II",,"ORTEGA & CIA. CLASS",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017038,Honduras
514,"P109058 - HN Road Rehabilitation &amp; Improvement II",,"Grupo AZIERTA",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017038,Honduras
515,"P109058 - HN Road Rehabilitation &amp; Improvement II",,"Consorcio CSI-GEOTEC",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017038,Honduras
516,"P109058 - HN Road Rehabilitation &amp; Improvement II","Concurso No. PP    DGC-019-UEBM-2011",,awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00017037,Honduras
543,"P119893 - Elect. Network Reinforcement &amp; Expansio","EEPCO III/G-001/12","Control Y Montajes Industriales CYMI",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00023003,Ethiopia
544,"P119893 - Elect. Network Reinforcement &amp; Expansio","EEPCO III/G-001/12","Consortium KEC int. Limited & ASPMK",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00023003,Ethiopia
517,"P109058 - HN Road Rehabilitation &amp; Improvement II","Concurso No. PP    DGC-019-UEBM-2011","Consorcio INSERINSA-IMM",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00017037,Honduras
518,"P109058 - HN Road Rehabilitation &amp; Improvement II","Concurso No. PP    DGC-019-UEBM-2011",,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017037,Honduras
519,"P109058 - HN Road Rehabilitation &amp; Improvement II","Concurso No. PP    DGC-019-UEBM-2011","ConsorcioCONASH-GEOTECNIA Y PAVIMENTOS",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017037,Honduras
520,"P109058 - HN Road Rehabilitation &amp; Improvement II","Concurso No. PP    DGC-019-UEBM-2011",GEOCONSULT-INSECO-SEICO,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017037,Honduras
521,"P109058 - HN Road Rehabilitation &amp; Improvement II","Concurso No. PP    DGC-019-UEBM-2011",ROUGHTON,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017037,Honduras
522,"P110693 - VN New Model University",,"[phase eins]",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00013696,Vietnam
523,"P110693 - VN New Model University",01/VMU-H?/2012/P16-Y11-G,"Mekong Technologies Equipment Co. Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00018705,Vietnam
524,"P110693 - VN New Model University",01/VMU-H?/2012/P16-Y11-G,"Technical Instrument and Consultant Technology JSC. (TECOTEC)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00018705,Vietnam
525,"P110693 - VN New Model University",01/VMU-H?/2012/P16-Y11-G,"Thang Long Technology Co. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00018705,Vietnam
526,"P110693 - VN New Model University",01/VMU-H?/2012/P16-Y11-G,"DIGI Technologies Co. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00018705,Vietnam
527,"P110693 - VN New Model University",01/VMU-H?/2012/P16-Y11-G,"Nam A Development and Investment Co. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00018705,Vietnam
528,"P110693 - VN New Model University","08B/2013/VMU-H?/P17-Y12-G (a)","Rohde & Schwarz Regional Headquarters Singapore Pte. Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023062,Vietnam
529,"P110693 - VN New Model University","08B/2013/VMU-H?/P17-Y12-G (a)","Measurement Technologies Co. Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023062,Vietnam
530,"P110693 - VN New Model University","08B/2013/VMU-H?/P17-Y12-G (a)","Dong Hai Technology Co. Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023062,Vietnam
531,"P110693 - VN New Model University","08A/2013/VMU-H?/P17-Y12-G (a)","Measurement Technologies Co. Ltd (for lot 1 and lot 3)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023045,Vietnam
532,"P110693 - VN New Model University","08A/2013/VMU-H?/P17-Y12-G (a)","Dong Hai Technology Co. Ltd (for lot 1 and lot 3)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023045,Vietnam
533,"P110693 - VN New Model University","08A/2013/VMU-H?/P17-Y12-G (a)","T.S.T Trading ? Service ? Technology Company (for lot 3)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023045,Vietnam
539,"P119893 - Elect. Network Reinforcement &amp; Expansio","EEPCO III/G-001/12","JV of MBH and Shreem Electric LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023003,Ethiopia
540,"P119893 - Elect. Network Reinforcement &amp; Expansio","EEPCO III/G-001/12","Delta S.R.L Italy",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023003,Ethiopia
542,"P119893 - Elect. Network Reinforcement &amp; Expansio","EEPCO III/G-001/12","JVA Carlo Gavazzi Impianti & ASI",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023003,Ethiopia
534,"P110693 - VN New Model University","08A/2013/VMU-H?/P17-Y12-G (a)","Technical Instrument & Consultant Technology JSC (for lot 3)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023045,Vietnam
535,"P110693 - VN New Model University","08A/2013/VMU-H?/P17-Y12-G (a)","Comin Asia Pte.Ltd Hanoi Office (for lot 1 and lot 3)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023045,Vietnam
536,"P110693 - VN New Model University","08A/2013/VMU-H?/P17-Y12-G (a)","Rohde & Schwarz Regional Headquarters Singapore Pte. Ltd(for lot 1)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023045,Vietnam
537,"P119893 - Elect. Network Reinforcement &amp; Expansio","EEPCO III/G-001/12","JVA of CHINA CAMC Engineering CO. LTD & JILIN Province PowerTransmission and Substation Project Company",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023003,Ethiopia
538,"P119893 - Elect. Network Reinforcement &amp; Expansio","EEPCO III/G-001/12","Consolidated Power Project (PTY) LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023003,Ethiopia
541,"P119893 - Elect. Network Reinforcement &amp; Expansio","EEPCO III/G-001/12","ABB AGKALLSTADTERSTR AND ABB S.P.A Power System Division",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023003,Ethiopia
545,"P119893 - Elect. Network Reinforcement &amp; Expansio","EEPCO III/G-001/12","Fedders Lloyd Cor. Ltd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00023003,Ethiopia
546,"P119893 - Elect. Network Reinforcement &amp; Expansio",EEPCo-III/G-004/12,"China Wanbao Engineering Corporation",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023787,Ethiopia
547,"P119893 - Elect. Network Reinforcement &amp; Expansio",EEPCo-III/G-004/12,"JV of Shreem Electric LTD and MBH POWER LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023787,Ethiopia
548,"P119893 - Elect. Network Reinforcement &amp; Expansio",EEPCo-III/G-004/12,"Liaoning-EFACEC Electrical Equipment Co. Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023787,Ethiopia
549,"P119893 - Elect. Network Reinforcement &amp; Expansio",EEPCo-III/G-004/12,"Consortium Alstom GRID SAS and Alstom GRID UK Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00023787,Ethiopia
550,"P119893 - Elect. Network Reinforcement &amp; Expansio",EEPCo-III/G-004/12,"Fedders Lloyd Cor.ltd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00023787,Ethiopia
551,"P119893 - Elect. Network Reinforcement &amp; Expansio",EEPCo-III/G-004/12,"National Contracting Co. Ltd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00023787,Ethiopia
552,"P119893 - Elect. Network Reinforcement &amp; Expansio",EEPCo-III/G-004/12,"Hyosung Corporation",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00023787,Ethiopia
553,"P119893 - Elect. Network Reinforcement &amp; Expansio",EEPCo-III/G-004/12,"JV of BGR Energy Systems Ltd and Meiden Singapore Pte Ltd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00023787,Ethiopia
554,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"SINOHYDRO CORPORATION LTD",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
555,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"FEDDERS LLOYD CORPORATION LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
556,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"CONSOLIDATED POWER PROJECTS",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
579,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB3-2011/3-4,TEXCOMPLUS,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00011378,Uzbekistan
557,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"LS NETWORKCo.Ltd LSIS (Industrial systems)Co.Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
558,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"ELTEL NETWORKS TE AB",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
559,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"DELTA S.R.L",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
560,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"CONSORTIUM ABB AGKALLSTADTERSTR",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
561,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"Control Y Montajes Industriales CYMIS.A",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
562,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"CONSORTIUM ALSTOM GRID SAS",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
563,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"National contracting Co. Ptd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
564,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"JYOTI STRUCTURES LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
565,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"Consortium of DAEWOO International",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
566,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"CARLO GAVAZZI Impianti S.P.A",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
567,"P119893 - Elect. Network Reinforcement &amp; Expansio",33.20/44/06,"JVA of JIANGSU ETERN CO.Ltd(ETERN)&CCC Engineering Ltd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia
568,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB2-2011/2-2,"Shanghai Shantra Trading",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011036,Uzbekistan
569,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB2-2011/2-2,"Edu Store Egitim Araclari",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00011036,Uzbekistan
570,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB2-2011/2-3,"Farma Jakrozis",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011037,Uzbekistan
571,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB2-2011/2-3,"Mobilsoft Mobil Bilgi",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00011037,Uzbekistan
572,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB2-2011/2-3,"Edu Store Egitim Araclari",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00011037,Uzbekistan
573,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB2-2011/2-1,"Farma Jakrozis",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011035,Uzbekistan
574,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB2-2011/2-1,"Mobilsoft Mobil Bilgi",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00011035,Uzbekistan
575,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB3-2011/3-1,"Farma Jakrozis",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011376,Uzbekistan
576,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB3-2011/3-1,TEXKOMPLUS,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00011376,Uzbekistan
577,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB3-2011/3-2,TEXCOMPLUS,awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011377,Uzbekistan
578,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB3-2011/3-4,"Ipak Yo'li Poligraf",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011378,Uzbekistan
580,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB3-2011/3-4,"Geo Fan Poligraf",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00011378,Uzbekistan
581,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-4,"SHANGHAI MACHINERY INTERNATIONAL TRADING CORP. LTD",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012064,Uzbekistan
582,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-4,"EDU STORE EGITIM ARACLARI VE TICARET A.S",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012064,Uzbekistan
583,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-4,"MOBILSOFT MOBIL BILGI",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012064,Uzbekistan
584,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-4,"NEW TRONIC SRL-VIA THURES",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012064,Uzbekistan
585,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-4,"UNIT EXPORT LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012064,Uzbekistan
586,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-1,"SHANGHAI ELECTRIC IMPORT AND EXPORT",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012061,Uzbekistan
587,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-1,"MOBILSOFT MOBIL BILGI",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012061,Uzbekistan
588,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-1,"EDU STORE EGITIM ARACLARI VE TICARET A.S.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012061,Uzbekistan
589,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-1,"JV OOO ""EL ESYS""",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012061,Uzbekistan
590,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-1,"PROWA CONTRACTING & CONSULTING COMPANY GmbH",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012061,Uzbekistan
591,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-5,"LEKERT PROPERTIES LIMITED",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012065,Uzbekistan
592,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-5,"EDU STORE EGITIM ARACLARI VE TICARET A.S",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012065,Uzbekistan
593,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-5,"SHANGHAI MASHINERY",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012065,Uzbekistan
594,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-5,"UNIT EXPORT LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012065,Uzbekistan
595,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-3,"SHANGHAI ELECTRIC IMPORT AND EXPORT",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012062,Uzbekistan
596,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-3,"EDU STORE EGITIM ARACLARI VE TICARET A.S",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012062,Uzbekistan
597,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB4-2011/4-3,"MOBILSOFT MOBIL BILGI",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012062,Uzbekistan
598,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-3,"FARMA JAKROZIS",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00013136,Uzbekistan
599,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-3,"KNOWLEDGE LINK LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013136,Uzbekistan
600,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-3,OZBEKOQUVAVTOMATIKA,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013136,Uzbekistan
601,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-1,"SGS EDV AND MORE GMbH",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00013134,Uzbekistan
602,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-1,"ON LINE DATENSYSTEME GMBH",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013134,Uzbekistan
603,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-1,"BLAZE TECHNOLOGIES LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013134,Uzbekistan
604,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-1,"SHANGHAI ELECTRIC IMPORT AND EXPORT CO.LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013134,Uzbekistan
605,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-1,"LACHMI ENTERPRISE LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013134,Uzbekistan
606,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-4,"LEKERT PROPERTIES LIMITED",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00013137,Uzbekistan
607,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-4,"ON LINE DATENSYSTEME GMBH",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013137,Uzbekistan
608,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-4,"FIRE BIRD INFORMATION TECHNOLOGY",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013137,Uzbekistan
609,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-4,"SHANGHAI E LECTRICIMPORT AND EXPORT CO.LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013137,Uzbekistan
610,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-4,"CHINA MACHINARY ENGINEERING CORPORATION",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013137,Uzbekistan
611,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-5,"BLAZE TECHNOLOGIES LTD",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00013138,Uzbekistan
612,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-5,"SGS EDV AND MORE GMbH",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013138,Uzbekistan
613,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-5,"LEKERT PROPERTIES LIMITED",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013138,Uzbekistan
614,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-5,"SHANGHAI E LECTRICIMPORT AND EXPORT CO.LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013138,Uzbekistan
615,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-5,"CHINA MACHINARY ENGINEERING CORPORATION",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013138,Uzbekistan
616,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-5,"AGATA GLOBAL SOLUTION PTE.LTD",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00013138,Uzbekistan
617,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-2,"FARMA JAKROZIS",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00013135,Uzbekistan
618,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-2,"KNOWLEDGE LINK LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013135,Uzbekistan
619,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB1-2011/1-2,OZBEKOQUVAVTOMATIKA,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013135,Uzbekistan
620,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-2,"BLAZE TECHNOLIGIES LTD",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00020906,Uzbekistan
621,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-2,"SGS EDVAND MORE GMBH",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00020906,Uzbekistan
622,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-2,"Zenitar Orgtexnika",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00020906,Uzbekistan
623,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-3,"SGS EDVAND MORE GMBH",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00020904,Uzbekistan
624,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-3,"BLAZE TECHNOLIGIES LTD",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00020904,Uzbekistan
625,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-3,"Zenitar Orgtexnika",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00020904,Uzbekistan
626,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-3,"Lekert Properties Ltd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00020904,Uzbekistan
627,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-1,"SGS EDVAND MORE GMBH",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00021493,Uzbekistan
628,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-1,"ON LINE DATENSYSTEME GMBH",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00021493,Uzbekistan
629,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-1,"LACHMI ENTERPRISE LTD",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00021493,Uzbekistan
630,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-1,"BLAZE TECHNOLOGIES LTD.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00021493,Uzbekistan
631,"P107845 - BASIC EDUC - Phase Two",BEPII/ICB5-2013/5-1,"Zenitar Orgtexnika",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00021493,Uzbekistan
632,"P113904 - Mekong Delta Region Urban Upgrading Proj",,"Ba Ria - VungTau Construction QualityConsultant Joint Stock Company",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023162,Vietnam
633,"P113904 - Mekong Delta Region Urban Upgrading Proj",,"Hanoi Waterways Projects ConstructionJoint stock Company",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023429,Vietnam
634,"P113904 - Mekong Delta Region Urban Upgrading Proj",02/2013/H?-NC?T,"VIETNAM LOCHSA JSC",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023428,Vietnam
635,"P113904 - Mekong Delta Region Urban Upgrading Proj",01/2013/H?-NC?T,"Van Thanh Construction Co. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023455,Vietnam
636,"P113904 - Mekong Delta Region Urban Upgrading Proj",,"Saigon Water Environment AndInfrastructure Joint Stock Company (SAIGON WEICO)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023558,Vietnam
637,"P113904 - Mekong Delta Region Urban Upgrading Proj",,"DAI NAM CO.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023558,Vietnam
638,"P113904 - Mekong Delta Region Urban Upgrading Proj",,"Individual Consultant",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023559,Vietnam
639,"P113904 - Mekong Delta Region Urban Upgrading Proj",,"An Giang Development Investing andConsulting Joint Stock Company",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023855,Vietnam
640,"P077903 - GM-Education 3 Phase 2 APL (FY06)","ICB NO.: 005","Tan Prints India Pvt Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011219,"Gambia, The"
641,"P077903 - GM-Education 3 Phase 2 APL (FY06)","ICB NO.: 005","Lovely offset Printers Private Limited",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011220,"Gambia, The"
642,"P113435 - BD","1004 (Lot-19)","Krishna Traders",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,Bangladesh
643,"P113435 - BD","1004 (Lot-19)","Balaka Press & Publications",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,Bangladesh
644,"P113435 - BD","1004 (Lot-19)","V.K. Udyog Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,Bangladesh
645,"P113435 - BD","1004 (Lot-19)","Oishee Printers",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,Bangladesh
646,"P113435 - BD","1004 (Lot-19)","Capital Business Systems Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016793,Bangladesh
